id-corrida,City / Country, qtd_Br
72182,Podbrdo,2
72223,San Mart�n De Los Andes,58
72224,San Mart�n De Los Andes,59
72225,San Mart�n De Los Andes,14
72226,San Mart�n De Los Andes,25
72227,San Mart�n De Los Andes,25
72229,Dunedin,1
72230,Indonesia,1
72240,Mandalika,1
72246,United States,1
72268,San Carlos de Bariloche,2
72269,San Carlos de Bariloche,1
72271,San Carlos de Bariloche,5
72272,San Carlos de Bariloche,2
72284,Ferreira do Z�zere,1
72298,Hatch Utah,1
72299,"Hatch, Utah",1
72300,"Hatch, Utah",1
72301,"Hatch, Utah",1
72310,Noosa,2
72311,Pomona,1
72313,Noosa,1
72321,Noosa,2
72352,Villa la Angostura,12
72353,Villa la Angostura,4
72384,Passy,1
72426,PRADES,1
72427,PRADES,1
72433,Valongo,1
72470,Oslo,1
72590,Penhas da Sa�de,1
72606,"Praia da Lagoa, Porto da Cruz",4
72611,Beaupre,1
72643,Torekov,1
72647,"Page, Arizona",1
72648,"Page, Arizona",1
72708,Le Markstein,1
72722,Houffalize,1
72724,Houffalize,1
72733,Marcona,1
72749,Bromont,1
72767,"Apple Valley, Utah",1
72858,Courmayeur,4
72871,Kilfinane,1
72872,Ireland,1
72886,Spain,1
72892,Glencullen,1
72969,Arco,1
73010,Gr�chen,1
73024,Saarbr�cken,1
73055,Marquartstein,1
73075,Barcelona,1
73141,Bariloche,2
73166,Charmey,2
73181,"Rue de la Piste 1, 4950 Ovifat",1
73197,Miranda do Corvo,1
73202,Bobbin Head,1
73203,Bobbin Head,1
73245,Barcelos,1
73290,S�len,1
73297,Losheim am See,1
73303,"Crystal Cascades, Redlynch",1
73308,The Gap,1
73325,San Pedro de Atacama,5
73326,Swakopmund,1
73345,Domaine du Ch�teau de Versailles (78),1
73346,Terrasse de l'Observatoire de Meudon (92),1
73347,Terrasse de l'Observatoire de Meudon (92),2
73348,Domaine National de St-Cloud (92),1
73397,Courmayeur,13
73398,Courmayeur,21
73399,Chamonix,14
73400,Orsi�res,24
73401,Martigny-Combe,3
73445,Switzerland,2
73472,Oberwald,1
73536,"Blue Ridge, Ga",1
73537,Blairsville,1
73555,Oslo,1
73571,Vall de Ux� ,1
73585,Chamonix-Mont-Blanc,4
73590,France,1
73591,France,2
73596,�anakkale / Yesilyurt,1
73654,Miraflores de la Sierra (Madrid),2
73658,Poole,1
73664,Bray,1
73665,Bray,1
73682,Bray,2
73685,Nidderdale Showground,1
73753,Petworth,1
73765,Coimbra/Lous�,1
73788,�k�slompolo,1
73810,Grindelwald,1
73812,Grindelwald,2
73813,Grindelwald,4
73879,Rhyd-Ddu,1
73896,Omegna,2
73909,ARTENARA,1
73970,Tilcara,1
73986,Glasgow,1
74120,Benasque,1
74230,Ovifat,1
74254,France,1
74308,Monterreal Coahuila,2
74319,gavirate,1
74330,Zinal,1
74336,LYON,2
74432,United States,1
74467,Sot de Chera,1
74493,Verbier,1
74494,Liddes,1
74496,Verbier,1
74530,Castell�,3
74565,Samo�ns,1
74582,Montreux,2
74633,Australia,1
74725,Bouffemont,1
74752,Nida (Parnidis dune),1
74768,London,2
74789,ALQUEZAR,1
74825,South Africa,1
74827,South Africa,2
74868,Huerta Grande,1
74887,Ciudad de M�xico,1
74904,Gumma,1
74943,SAINT MARTIN D'ARDECHE,1
75007,Tyneham,1
75008,Tyneham,1
75105,Villard de Lans,1
75156,Passy,1
75207,Saint Nazaire les Eymes,1
75237,Latchi,1
75246,Piau-Engaly,1
75249,Piau-Engaly,1
75252,Arouca,1
75278,Verbania,1
75314,Patonga Beach,1
75346,United Kingdom,1
75406,Radovljica Main Square,1
75408,Kranjska gora Town Square,1
75410,Kranjska gora Town Square,4
75426,"Spring Valley, AZ",2
75598,Manila,1
75666,Wyaralong qld 4285,1
75674,Ancaster ,2
75824,Lagrangeville,1
75858,Villa La Angostura,44
75860,Villa La Angostura,5
75862,Villa La Angostura,22
75864,Villa La Angostura,29
75962,MORZINE,1
75970,MORZINE,1
76028,CLARET,1
76188,Condeixa-A-Nova,1
76192,Condeixa-A-Nova,1
76202,Penhas da Sa�de,1
76242,Monistrol de Montserrat,1
76248,Palam�s,1
76318,Los Realejos (Tenerife),1
76334,La Cienaga de Manabao,1
76336,La Cienaga de Manabao,1
76404,BOGOR,1
76412,Porto Moniz,8
76416,Monte,3
76418,Porto da Cruz,3
76450,Collet d'allevard,1
76826,Curral das Freiras,1
76898,Mexico,1
76942,Squaw Valley Alpine Meadows,2
77008,Gondomar,1
77176,San Gil / Santander,1
77210,Davos Platz,1
77222,Area Attrezzata Musolino Messina,2
77386,Montaria (viana do Castelo),1
77390,Montaria,1
77392,Dem (Caminha),2
77394,"Entre-ambos-os-Rios, Ponte da Barca",1
77396,"Entre-ambos-os-rios, Ponte da Barca",2
77420,Penacova,6
77422,Penacova,1
77434,Norway,1
77440,"Fonte da Areia, Porto Santo",1
77460,Valongo,1
77596,Innsbruck,1
77724,Villaggio della Salute Pi� - Monterenzio (BO),1
77874,Roubion,3
77876,Menton,2
77878,Villefranche-sur-Mer,2
77880,Adelboden,1
77882,Leukerbad,1
77890,Monistrol d'Allier,1
77898,"Mascota, Jalisco",3
77900,Puerto Vallarta,2
77902,Malec�n Puerto Vallarta,2
77906,Auburn,2
77910,KCC Oval Katoomba,3
77912,"KCC Oval, Katoomba",3
77914,"KCC Oval, Katoomba",3
77922,St. Gilgen,1
77930,Cortina d'Ampezzo,6
77932,Cortina d'Ampezzo,8
77934,"Corso Italia, Cortina d'Ampezzo",9
77936,San Vigilio di Marebbe ,9
77942,Ordino,1
77944,Olympic Valley,1
77948,Corte,1
77952,Corte,1
77954,Les,2
77956,Vielha,6
77958,Pla de Beret,1
77960,Vielha,1
77964,Mae Chame,1
77970,Mae Chame,1
78100,Bourg-St-Pierre,1
78136,Faro de Fuencaliente,3
78138,Roque de Los Muchachos,2
78140,El Pino de La Virgen,1
78260,United States,2
78298,B�stad,2
78308,Bray,1
78310,Bray,1
78312,Bray,1
78348,Abrantes,1
78350,"Bondi, Sydney",1
78368,Santa Cita - Tomar,2
78386,Cruzilia,23
78400,"Spring Valley, AZ",1
78504,MILLAU,1
78702,Vila Nova de Paiva (Parque Bot�nico Arbutus do Demo),3
78706,Mapleton,1
78742,Sagres,1
78890,Lyon,1
78906,Las Palmas de Gran Canaria,1
78908,Artenara,1
78912,San Bartolom� de Tirajana,1
78916,Agaete,1
79022,Portugal,1
79220,La Thuile,2
79224,Ja,135
79246,LYON,1
79270,Queige,2
79272,Queige,1
79364,Heringer Millen,2
79408,St-Ferr�ol-les-Neiges,1
79474,Sainte-Catherine,1
79478,Saint-Etienne,2
79482,Lyon,1
79646,Morocco,3
79666,Comuna Torres del Paine,11
79668,Comuna Torres del Paine,2
79670,Comuna Torres del Paine,1
79672,Comuna Torres del Paine,5
79826,G�teborg,2
79926,Simrishamn,2
79960,Cape Town,3
80024,Labin,1
80026,Buzet,4
80028,Motovun,3
80030,Gro�njan ,2
80032,Buzet,1
80062,Auburn,3
80064,Auburn,1
80066,Auburn,2
80068,Auburn,4
80080,Gigondas,1
80210,SAN CARLOS DE BARILOCHE,2
80212,SAN CARLOS DE BARILOCHE,2
80214,SAN CARLOS DE BARILOCHE,1
80304,Mandello del Lario,1
80330,Salir,1
80332,Salir,1
80334,Estoi,1
80336,Estoi,1
80366,Abrantes,1
80370,"Los Penitentes, Mendoza",3
80372,"Los Penitentes, Mendoza",7
80374,"Los Penitentes, Mendoza",2
80398,Portugal,1
80400,Seia,1
80444,Waterville,1
80510,USHUAIA,1
80512,Warnes,4
80582,Melgarejo / Independencia,3
80588,Melgarejo / Independencia,1
80606,Huar�n,2
80608,Huacawasi,2
80612,Anz�re,1
80668,Courmayeur,6
80670,Courmayeur,6
80672,Chamonix,17
80674,Orsi�res,15
80676,Martigny-Combe,3
80692,Ghajnsielem,1
80706,Villa Yacanto de Calamuchita,1
80716,Chamonix Mont Blanc,2
80720,Chamonix Mont Blanc,1
80756,Valdo di Fomazza,6
80794,Radda in Chianti,1
80806,Prigen-Pasuruan,1
80848,Hatch Utah,1
80850,"Hatch, Utah",1
80852,"Hatch, Utah",4
81144,Torbole sul Garda,1
81146,Arco,1
81154,S�tila,2
81214,Montseny,1
81224,Domaine du Ch�teau de Versailles (78),1
81226,Terrasse de l'Observatoire de Meudon (92),2
81228,Terrasse de l'Observatoire de Meudon (92),3
81232,Ile de Loisirs de Saint-Quentin-en-Yvelines (78),3
81234,Domaine National de St-Cloud (92),1
81320,Gen�ve,1
81456,San Carlos de Bariloche,1
81474,Torekov,1
81548,Rovaniemi,1
81550,Oudergem,1
81572,La Roche-en-Ardenne,2
81616,Val di Zoldo,2
81618,Val di Zoldo,1
81674,Stoneham,1
81764,Houffalize,1
81796,Riyadh,2
81830,San Pedro de Atacama,1
81896,Spain,1
81972,France,1
81976,Set�bal,1
82152,Chamonix-Mont-Blanc,3
82154,France,5
82164,France,7
82306,Santa Marta de Penagui�o,1
82340,"Entre-ambos-os-Rios, Ponte da Barca",5
82414,Matsuzaki,1
82452,Landmannalaugar,1
82454,Rotorua,2
82456,Kawerau,1
82458,Rotorua,3
82460,Rotorua,2
82504,"Kabouga Gate, Addo Elephant National Park",1
82652,Pi�d�o,1
82670,Dalton,1
82698,St-Maurice,1
82700,Urgup,2
82766,Oslo,1
82808,Bobbin Head,2
82950,Champ�ry,1
83006,Palam�s,1
83090,Franschhoek,1
83106,Sazes da Beira,1
83108,Seia,1
83152,Coimbra/Lous�,2
83154,Coimbra/Lous�,3
83252,Courmayeur,11
83354,Santiago,1
83378,Saint Martin V�subie,1
83390,Cinf�es,1
83408,Calistoga,1
83528,Bocaina de Minas,57
83530,Bocaina de Minas,38
83632,Fouday,1
83666,Sever do Vouga,4
83668,Sever do Vouga,1
83672,Sever do Vouga,2
83676,Barcelos,8
83730,Spain,1
83734,Spain,1
83736,SANREMO,1
83820,Porto Moniz,3
83822,Boaventura,5
83824,Monte,5
83826,Porto da Cruz,8
83848,Santiago do Cac�m,1
83950,Ljugarn,1
84000,Trillevallen,1
84012,Aguamansa (La Orotava),1
84014,Vilaflor,1
84018,Candelaria,1
84054,Puerto Varas,8
84058,Puerto Varas,1
84060,Puerto Varas,3
84062,Puerto Varas,10
84064,Puerto Varas,13
84096,Samo�ns,2
84098,Verbier,1
84100,La Fouly,1
84102,Moay (Bruson) ,3
84108,ORDINO,3
84110,Ordino,2
84112,Ordino,2
84160,Ban Khun Wang,1
84224,Stockholm,1
84226,Stockholm,1
84230,Stockholm,1
84334,Barr,2
84338,Colmar,1
84340,Bergheim,1
84348,Passy,1
84354, Itatiaia/ Rio de Janeiro ,84
84384,Currumbin,1
84434,Norway,1
84448,Andrate,1
84460,Cortina d'Ampezzo,10
84462,Cortina d'Ampezzo,2
84464,San Vito di Cadore,6
84466,"Corso Italia, Cortina d'Ampezzo",2
84470,Vielha,25
84474,Pla de Beret,3
84478,Vielha,10
84530,Bran,1
84532,Bran,1
84632,ANSI�O,1
84636,ANSI�O,1
84686,La Malbaie,1
84708,val d'is�re,1
84728,Llanberis,2
84732,Llanberis,3
84734,Fuschl am See,2
84736,Salzburg,1
84738,St. Gilgen,6
84742,Koppl,1
84744,Salzburg,2
84746,Grindelwald,5
84748,Grindelwald,3
84752,Grindelwald,1
84756,Grindelwald,3
84760,Snowbird Center Plaza Area,1
84788,Monistrol d'Allier,1
84798,Ferreira do Z�zere,1
84832,Heringer Millen,2
84840,�irovnica,1
84890,Chiang Mai,1
84902,VILLA GENERAL BELGRANO,23
84904,VILLA GENERAL BELGRANO,12
84906,Villa General Belgrano,8
84908,VILLA GENERAL BELGRANO,9
84910,La Cumbrecita,19
84914,Argentina,5
84950,Auron,1
84952,Roubion,1
84954,Menton,5
84956,Saint-Jean Cap Ferrat,2
84988,San Carlos de Bariloche,2
85062,Portalegre,2
85064,Portalegre,2
85088,Castiglione d'Orcia (SI),1
85204,Menthon St bernard,1
85212,Doussard,1
85308,Llanberis,2
85316,Castell� de la Plana,1
85348,Kilfinane,1
85396,Tesserete,1
85426,St-Maurice,1
85458,Barnstaple,1
85462,LOANO,1
85470,Corte,1
85474,Corte,1
85500,"Kintamani, Bangli, Bali",1
85536,Ajaccio,1
85538,Ajaccio,1
85580,St-Ferr�ol-les-Neiges,1
85608,SANTA CRISTINA D'ARO ,1
85662,Aubusson d'Auvergne,1
85670,Bray,1
85672,Bray,2
85674,Bray,2
85676,Bray,2
85724,Lyon,1
85822,"Vigo de Sanabria, Zamora",1
85846,Grindelwald,2
85862,Val Cenis,2
85958,Argentina,3
85960,Argentina,1
86076,"San Javier , Traslasierra",1
86120,Beaupre,1
86248,Le Markstein,1
86250,Le Markstein,1
86258,Umhausen,1
86266,Obergurgl,1
86418,H�gan�s,1
86438,Pr� en Pail,1
86496,Rouffach,1
86522,"Iturbide, Nuevo Le�n",1
86538,Santa Cita - Tomar,1
86540,Santa Cita - Tomar,1
86726,Kilfinane,1
86788,Fiambala,1
86816,Tilcara,1
86874,Besan�on ,1
86906,Charmey,2
87038,Pit�es das J�nias,3
87040,Cabril,1
87042,Melga�o,1
87044,Melga�o,1
87046,Lindoso,2
87048,Travassos,5
87128,Num�o,2
87130,Arnozelo,2
87132,M�s do Douro,3
87136,N�mes,1
87212,Sneem,1
87236,KCC Oval Katoomba,2
87238,"KCC Oval, Katoomba",1
87240,"KCC Oval, Katoomba",3
87284,Monterreal Coahuila,1
87362,Adelboden,2
87364,Leukerbad,3
87370,Roque de Los Muchachos,1
87386,Fieberbrunn,2
87390,Fieberbrunn,1
87600,Maria Alm,1
87632,MORZINE,1
87758,Arouca,1
87760,Arouca,2
87770,Comuna Torres del Paine,4
87772,Comuna Torres del Paine,5
87774,Comuna Torres del Paine,5
87776,Comuna Torres del Paine,1
87790,Hall in Tirol,1
87792,Grinzens,2
87830,Montreux,3
87856,Comuna Torres del Paine,9
87858,Parque Nacional Torres del Paine,4
87874,Huerta Grande,1
87882,Dundas,1
87920,Villa la Angostura,6
87922,Villa la Angostura,4
87930,Marco de Canaveses ,3
88052,"Kintamani, Bangli, Bali",1
88054,"Kintamani, Bangli, Bali",1
88056,"Kintamani, Bangli, Bali",1
88076,Courmayeur,15
88112,Bouffemont,1
88184,Castro Valley,1
88204,Blairsville,1
88258,ALQUEZAR,1
88290,Natural Chimneys Park,1
88294,Natural Chimneys Park,3
88340,Monistrol de Montserrat,1
88358,Roses,1
88432,Corniglio - Parma,1
88482,Montaria (viana do Castelo),2
88484,Montaria,1
88486,Dem (Caminha),1
88500,Zinal,2
88622,Barcelos,1
88698,Ch�o de Couce - Ansi�o - Leiria ,1
88708,AlUla,1
88800,Varg�n,1
88878,A�n,1
88886,Kranjska gora Town Square,1
88888,�irovnica,2
88892,Kranjska gora Town Square,1
89020,Ajdovscina,1
89056,Locana,13
89058,Locana,2
89252,Condeixa-A-Nova,1
89316,"Moc Chau, Son La",1
89394,LYON,2
89396,LYON,1
89432,oslo,1
89482,Treffort,1
89488,Treffort,1
89506,Eybens,2
89536,La Falda,1
89540,La Falda,1
89660,Horta,1
89664,Portalegre,2
89688,Saint Nazaire les Eymes,1
89690,Seyssins,1
89702,Pedavena,1
89746,Tisvilde,1
89842,United States,1
90150,Guadalajara,1
90164,Otsu,1
90178,Nida (Parnidis dune),1
90292,Neltume,1
90294,Neltume,1
90396,gavirate,1
90434,La Roche-en-Ardenne,1
90456,Leuven,1
90466,Lagrangeville,1
90504,Le Markstein,1
90536,ULJU,1
90570,Ovifat,1
90576,Beaufort,1
90614,Pi�d�o,1
90642,M�audre,1
90650,Cape Town,1
90652,Cape Town,1
90656,Cape Town,2
90666,Davos Platz,1
90776,Vicenza,1
90794,Saint NABORD,1
90848,Monsaraz,1
90900,Kucice,1
90978,Sintra,1
90980,Sintra,1
90994,Cenes de la Vega,1
91024,GEOJE-SI,1
91050,Amares ,1
91056,Trofa,2
91170,El Soberbio,1
91178,Fiambala,1
91204,Seogwipo,1
91214,Montlignon,1
91228,Royal Park Rajapruek,1
91232,Royal Park Rajapruek,1
91236,"Friday Flat, Thredbo",2
91240,"Bullocks Flat, Ski Tube Terminal",5
91242,"Bullocks Flat, Ski Tube Terminal",2
91308,Torla,1
91312,Glasgow,1
91406,BOUC BEL AIR,1
91410,Auchel (62),1
91416,Oignies (62),1
91418,Fiames/Cortina,2
91430,Otford,2
91478,MILLAU,1
91528,Australia,1
91556,Mouriscas - Abrantes,1
91596,La Thuile,1
91808,Le Vigan,1
91814,Le Vigan,1
91888,DUESAIG�ES,4
91996,Blairmore,1
92012,Aywaille,1
92056,Hardraw,1
92256,Estoi,1
92258,Estoi,1
92282,Champ�ry,1
92290,R�muzat,1
92508,Tignes,1
92764,Meta Tejeda,2
92766,Agaete,1
92836,Copenhagen,1
92860,pola de somiedo,1
92982,Argentina,1
93008,Lantau Island,1
93050,Villa La Angostura,9
93152,67110 NIEDERBRONN LES BAINS,1
93220,Shimanto,1
93404,San Bernardino,1
93412,Salta,24
93414,SALTA,2
93448,Laragh,1
93476,The Village of Big Bear Lake,1
93478,The Village of Big Bear Lake,1
93480,The Village of Big Bear Lake,3
93482,The Village of Big Bear Lake,1
93488,Singapore,3
93600,Couvet,2
93744,Aldeia do Bispo - Sabugal,1
93746,Aldeia do Bispo - Sabugal,1
93752,Munster,1
93754,Munster,2
93818,TALYBONT,1
93830,"Entre-ambos-os-Rios, Ponte da Barca",3
94168,pucon,1
94174,pucon,1
94210,Chiang Mai,1
94214,Mascota,3
94218,Ejido Jorullo,1
94252,Lyon,1
94310,Morocco,2
94344,Chinese Taipei,1
94356,Australia,1
94538,Santa Marta de Penagui�o,1
94570,Salir,1
94572,Salir,4
94574,Salir,1
94644,Palam�s,1
94646,Girona,1
94662,"Te Puia, Rotorua",2
94666,"Te Puia, Rotorua",1
94668,Lake Tikitapu (Blue Lake) Reserve,2
94672,B�doin,1
94736,Chamonix Mont Blanc,2
94804,pucon,1
94812,"Fruita CO, Mack Exit, Hawkeye Trailhead",1
94844,Marcona,1
94864,HUERTA GRANDE,1
94872,"Page, Arizona",1
94894,Ouarzazate,1
94900,Wadi Rum City,1
94924,LA CLUSAZ,1
94950,Arbois,1
94954,Arbois,1
95094,Alagoa,4
95098,Aiuruoca,23
95102,Baependi,34
95136,San Carlos de Bariloche,2
95140,San Carlos de Bariloche,2
95142,San Carlos de Bariloche,1
95144,San Carlos de Bariloche,2
95146,Villa Catedral,2
95152,Glencullen ,2
95156,Arrowtown,1
95158,Arrowtown,1
95398,Lake Tekapo,1
95402,Oxford,1
95524,Lickershamn,1
95528,Haidm�hle,1
95532,Haidm�hle,2
95584,LA CLUSAZ,1
95586,San Carlos de Bariloche,1
95590,San Carlos de Bariloche,1
95592,San Carlos de Bariloche,1
95636,Lares,1
95662,Spain,4
95664,Spain,2
95666,Spain,3
95668,Spain,4
95762,Penacova,2
95764,Penacova,3
95766,Penacova,2
95782,Leende,1
95784,Noordwijk,1
95851,Buzet,3
95855,Gro�njan ,1
95857,Motovun,1
95916,LARUNS,1
95942,Ciutadella de Menorca,1
96008,Camporosso Valcanale,1
96328,Spain,1
96332,Spain,1
96388,Torbole sul Garda,1
96436,Riyadh / Dhurma ,2
96468,Fouday,1
96492,Los Corrales de Catemu,1
96572,Radda in Chianti,2
96574,Radda in Chianti,2
96576,Radda in Chianti,10
96606,Heiderscheid,1
96612,Soucieu-en-jarrest,1
96614,Sainte-Catherine,1
96618,Saint-Etienne,2
96672,Auderghem,1
96770,linguaglossa,2
96912,Ljugarn,1
96940,Aalst,1
96948,Vaals,2
97024,Sat�o,3
97072,Miranda do Corvo,1
97076,Miranda do Corvo,1
97092,Oxberg,1
97100,Kabupaten Bogor,1
97118,Canet d'Adri,1
97276,Delfim Moreira ,17
97278,Alagoa,40
97282,Aiuruoca,14
97284,Baependi,19
97356,Cormeilles en Parisis,1
97428,Arganil ,2
97430,Arganil ,1
97478,Abrantes,1
97494,Vaals,1
97540,Santa Cita - Tomar,2
97658,Sever do Vouga,1
97660,Sever do Vouga,4
97662,Sever do Vouga,2
97672,L'Abbaye,1
97736,Fontenais,2
97882,Cruzilia,8
97954,Katoomba,1
98278,Muang Chiang Mai,1
98336,S�lvesborg,1
98576,Ferreira do Z�zere,1
98592,Puerto Varas,1
98728,hatch,11
98814,France,1
98816,France,2
98908,Castiglione d'Orcia (SI),1
98976,Terrasse de l'Observatoire de Meudon (92),3
98980,Ile de Loisirs de Saint-Quentin-en-Yvelines (78),3
98982,Terrasse de l'Observatoire de Meudon (92),3
99042,La Clusaz,1
99052,LA CLUSAZ,1
99076,Villa La Angostura,108
99078,Villa La Angostura,147
99082,Villa La Angostura,17
99084,Villa La Angostura,39
99224,Hoa Binh,1
99242,Lao Cai,1
99354,RIGLOS,1
99368,Switzerland,1
99440,"40.32214, -7.6127",1
99464,San Carlos de Bariloche,1
99572,GDANSK,1
99638,AlUla,2
99798,"Aldeia Velha, Amarante",1
99800,Ri�inahue,1
100076,Agualva,1
100078,Biscoitos,1
100242,Ras Al Khaimah,1
100386,Tavarnelle Val di Pesa,1
100532,Villa Yacanto de Calamuchita,1
100536,Villa Yacanto de Calamuchita,1
100538,Villa Yacanto de Calamuchita,2
100540,Villa Yacanto de Calamuchita,1
100614,Radda in Chianti,1
100718,Canada,1
100978,Santiago da Guarda,1
101134,Santa Marta,1
101162,Branzelo,2
101164,Gondomar,1
101380,PRADES,1
101678,Ouarzazate,1
101760,Montalcino,1
101872,Haslemere,1
101874,Haslemere,1
102034,Uccle,1
102082,Castiglion Fiorentino,1
102086,Castiglion Fiorentino,1
102170,United States,1
102254,ushuaia,2
102266,Spring Valley,1
102268,"Spring Valley, AZ",3
102334,Eybens,6
102404,llanganuco,1
102484,Porto Moniz,1
102996,Pedavena,1
103284,Geoje-si dundeock-myeon,1
103384,Santo Tirso,4
103638,Navazzo di Gargnano,1
103746,Lithgow,1
103832,Valongo,1
103976,Lausanne,2
104072,Borriol,1
104194,Tai Tam Country Park,1
104238,Morbegno,1
104502,Cordillera/ Atyr�,1
104752,Santa Ana Jilotzingo,1
104936,"Fonte da Areia, Porto Santo",1
104938,Portugal,1
104940,Portugal,1
106636,Sabadell,2
106934,Comuna Torres del Paine,5
106936,pucon,1
