corridas.id-corrida,corridas.Corrida,corridas.uri,corridas.Title,corridas.City / Country,corridas.Day,corridas.Month,corridas.Year,corridas.Race Category,corridas.Distance,corridas.Elevation Gain
5636,ULTRA DESAFIO 50 MILHAS,2057.ultradesafio50milhasultradesafio50milhas-campinas-solo-.2013,ULTRA DESAFIO 50 MILHAS 2013 - ULTRA DESAFIO 50 MILHAS - CAMPINAS (SOLO),Brazil,16,March,2013,100K,80,2349
5881,Short and Half Brasil,2169.shortandhalfbrasilhalfmisionbrasilserrafina-80km.2013,Short and Half Brasil 2013 - HALF MISION BRASIL SERRA FINA - 80KM,Brazil,12,October,2013,100K,77.1,4610
6411,Desafio das Serras,1731.desafiodasserras80km.2013,Desafio das Serras 2013 - 80 Km,Brazil,7,September,2013,50K,39.2,2392
6482,Xterra Brazil Ilhabela,1431.xterrabrazililhabelaendurance.2013,Xterra Brazil Ilhabela 2013 - Endurance,Brazil,22,June,2013,100K,76.6,3524
6591,ULTRA DESAFIO 50 MILHAS,2403.ultradesafio50milhasultradesafio50milhas2aetapa-campinas-solo-.2013,ULTRA DESAFIO 50 MILHAS 2013 - ULTRA DESAFIO 50 MILHAS 2A ETAPA - CAMPINAS (SOLO),Brazil,20,July,2013,100K,83.6,2459
6645,Maratona dos Perdidos,2419.maratonadosperdidos45k.2014,Maratona dos Perdidos 2014 - 45K,Brazil,19,July,2014,50K,45,2925
7155,Xterra Ilhabela,3427.xterrailhabelaendurance.2013,Xterra Ilhabela 2013 - Endurance,Brazil,22,June,2013,50K,50.6,2135
7269,BRAZIL 135,901.brazil135brazil135-br135-.2014,BRAZIL 135 2014 - BRAZIL 135 (BR135),Brazil,17,January,2014,100M,217,5130
7766,Xterra Brazil Ilhabela,1431.xterrabrazililhabelaendurance.2014,Xterra Brazil Ilhabela 2014 - Endurance,Brazil,7,June,2014,100K,80,3803
7825,Xterra Ilhabela,3427.xterrailhabelaendurance.2014,Xterra Ilhabela 2014 - Endurance,Brazil,27,September,2014,50K,50,1568
7898,Desafio das Serras,1731.desafiodasserras80km.2014,Desafio das Serras 2014 - 80 Km,Brazil,6,September,2014,50K,81,51
7947,Short and Half Brasil,2169.shortandhalfbrasilhalfmisionbrasilserrafina-80km.2014,Short and Half Brasil 2014 - HALF MISION BRASIL SERRA FINA - 80KM,Brazil,9,August,2014,100K,77.1,4610
8258,Indomit costa esmeralda ultra-trail�,2963.indomitcostaesmeraldaultra-trail-100km.2014,Indomit costa esmeralda ultra-trail� 2014 - 100 KM,Brazil,17,May,2014,100K,100,3000
8269,Xterra Estrada Real,3426.xterraestradarealendurance50k.2014,Xterra Estrada Real 2014 - Endurance 50K,Brazil,28,September,2014,50K,50,1446
8270,Xterra Estrada Real,3008.xterraestradarealendurance80k.2014,Xterra Estrada Real 2014 - Endurance 80K,Brazil,27,September,2014,100K,80,2083
8388,Indomit costa esmeralda ultra-trail�,3033.indomitcostaesmeraldaultra-trail-65km.2014,Indomit costa esmeralda ultra-trail� 2014 - 65 km,Brazil,17,May,2014,50K,65,2148
8899,APTR Ultra Itacolomi,3237.aptrultraitacolomi55km.2015,APTR Ultra Itacolomi 2015 - 55 Km,Brazil,4,July,2015,50K,55.4,2120
8900,APTR Ultra Itacolomi,3237.aptrultraitacolomi55km.2014,APTR Ultra Itacolomi 2014 - 55 Km,Brazil,1,November,2014,50K,55.4,2120
9012,APTR Ultra de Videiras,3294.aptrultradevideiras55km.2015,APTR Ultra de Videiras 2015 - 55 Km,Brazil,16,May,2015,50K,53.8,2760
9353,Indomit costa esmeralda ultra-trail�,2963.indomitcostaesmeraldaultra-trail-100km.2015,Indomit costa esmeralda ultra-trail� 2015 - 100 KM,Brazil,7,November,2015,100K,100.4,2820
9356,Indomit costa esmeralda ultra-trail�,3441.indomitcostaesmeraldaultra-trail-80km.2015,Indomit costa esmeralda ultra-trail� 2015 - 80 Km,Brazil,7,November,2015,100K,80.1,2490
9363,Xterra Costa Verde,3400.xterracostaverdeendurance.2015,Xterra Costa Verde 2015 - Endurance,Brazil,3,March,2015,50K,51.8,930
9432,Xterra Estrada Real,3426.xterraestradarealendurance50k.2015,Xterra Estrada Real 2015 - Endurance 50K,Brazil,26,September,2015,50K,49.7,1260
9433,Xterra Ilhabela,3427.xterrailhabelaendurance.2015,Xterra Ilhabela 2015 - Endurance,Brazil,29,August,2015,50K,49.6,1770
9452,Extremo Sul - World's Largest Beach,3447.extremosul-world-slargestbeachextremosul-world-slargestbeach.2015,Extremo Sul - World's Largest Beach 2015,Brazil,11,November,2015,100M,222.6,420
9562,Short and Half Brasil,2169.shortandhalfbrasilhalfmisionbrasilserrafina-80km.2015,Short and Half Brasil 2015 - HALF MISION BRASIL SERRA FINA - 80KM,Brazil,20,June,2015,100K,71.8,4334
9578,Maratona dos Perdidos,2419.maratonadosperdidos45k.2015,Maratona dos Perdidos 2015 - 45K,Brazil,18,July,2015,50K,48.5,2650
9585,The North Face Endurance Challenge Ultra Trail Agulhas Negras,3526.thenorthfaceendurancechallengeultratrailagulhasnegras80k.2015,The North Face Endurance Challenge Ultra Trail Agulhas Negras 2015 - 80K,Brazil,23,May,2015,100K,92.8,3756
9675,Indomit S�o Paulo,3520.indomitsaopaulo50km.2015,Indomit S�o Paulo 2015 - 50 Km,Brazil,30,May,2015,50K,49.4,2816
10094,The North Face Endurance Challenge Ultra Trail Agulhas Negras,3767.thenorthfaceendurancechallengeultratrailagulhasnegras50k.2015,The North Face Endurance Challenge Ultra Trail Agulhas Negras 2015 - 50K,Brazil,23,May,2015,50K,50.6,2189
10146,APTR Ultra de Videiras,3294.aptrultradevideiras55km.2016,APTR Ultra de Videiras 2016 - 55 Km,Brazil,30,April,2016,50K,55.2,2760
10154,Ultramaratona dos Anjos Internacional,1735.ultramaratonadosanjosinternacional235kmx-hard.2015,Ultramaratona dos Anjos Internacional 2015 - 235 Km X-Hard,Brazil,3,July,2015,100M,233.5,5866
10204,Ultramaratona dos Anjos Internacional,3814.ultramaratonadosanjosinternacional65kmeasy.2015,Ultramaratona dos Anjos Internacional 2015 - 65 Km Easy,Brazil,3,July,2015,50K,63.7,1902
10205,Ultramaratona dos Anjos Internacional,3815.ultramaratonadosanjosinternacional95kmmedium.2015,Ultramaratona dos Anjos Internacional 2015 - 95 Km Medium,Brazil,3,July,2015,100K,93.8,2346
10206,Ultramaratona dos Anjos Internacional,3816.ultramaratonadosanjosinternacional135kmhard.2015,Ultramaratona dos Anjos Internacional 2015 - 135 Km Hard,Brazil,3,July,2015,100M,132.1,3836
10209,Ultra Desafio Morungaba - SP,3818.ultradesafiomorungaba-sp50milhas.2015,Ultra Desafio Morungaba - SP 2015 - 50 Milhas,Brazil,9,May,2015,50K,76.1,2190
10355,P4 Ultra Expedition Race,3872.p4ultraexpeditionrace60km.2015,P4 Ultra Expedition Race 2015 - 60 Km,Brazil,6,September,2015,50K,58.9,2005
10754,Desafio Extremo Estrada Real 100 Milhas De Sabarabu�u,4061.desafioextremoestradareal100milhasdesabarabucu160km.2015,Desafio Extremo Estrada Real 100 Milhas De Sabarabu�u 2015 - 160 Km,Brazil,5,September,2015,100M,161,5153
11012,Wol Extreme,4168.wolextremewolextreme.2015,Wol Extreme 2015,Brazil,18,July,2015,50K,64.9,2830
11033,Wol Extreme,4168.wolextremewolextreme.2016,Wol Extreme 2016,Brazil,16,July,2016,50K,64.9,2830
11146,Maratona dos Perdidos,4225.maratonadosperdidos105k-shortened51k.2016,Maratona dos Perdidos 2016 - 105K - Shortened 51K,Brazil,16,July,2016,50K,52.1,2300
11200,Ultra Desafio Passa Quatro - MG,4250.ultradesafiopassaquatro-mg160km.2016,Ultra Desafio Passa Quatro - MG 2016 - 160 Km,Brazil,26,February,2016,100M,158.4,5440
11300,APTR Ultra Itacolomi,3237.aptrultraitacolomi55km.2016,APTR Ultra Itacolomi 2016 - 55 Km,Brazil,2,July,2016,50K,55.4,2120
11655,APTR Ultra De Pedra Azul,4462.aptrultradepedraazul27km.2016,APTR Ultra De Pedra Azul 2016 - 27 Km,Brazil,13,November,2016,20K,26.9,1150
11656,APTR Ultra de Videiras,4463.aptrultradevideiras27km.2016,APTR Ultra de Videiras 2016 - 27 Km,Brazil,30,April,2016,20K,27.7,1006
11716,Ultra Desafio Passa Quatro - MG,4485.ultradesafiopassaquatro-mgud80km.2016,Ultra Desafio Passa Quatro - MG 2016 - UD 80 Km,Brazil,27,February,2016,100K,81.2,2560
11846,Extremo Sul - World's Largest Beach,3447.extremosul-world-slargestbeachextremosul-world-slargestbeach.2016,Extremo Sul - World's Largest Beach 2016,Brazil,1,December,2016,100M,222.6,420
11847,Ultramaratona dos Anjos Internacional,1735.ultramaratonadosanjosinternacional235kmx-hard.2016,Ultramaratona dos Anjos Internacional 2016 - 235 Km X-Hard,Brazil,1,July,2016,100M,233.5,5860
11848,Ultramaratona dos Anjos Internacional,3814.ultramaratonadosanjosinternacional65kmeasy.2016,Ultramaratona dos Anjos Internacional 2016 - 65 Km Easy,Brazil,1,July,2016,50K,64.4,1910
11849,Ultramaratona dos Anjos Internacional,3815.ultramaratonadosanjosinternacional95kmmedium.2016,Ultramaratona dos Anjos Internacional 2016 - 95 Km Medium,Brazil,1,July,2016,100K,93.8,2350
11850,Ultramaratona dos Anjos Internacional,3816.ultramaratonadosanjosinternacional135kmhard.2016,Ultramaratona dos Anjos Internacional 2016 - 135 Km Hard,Brazil,1,July,2016,100M,132.1,3840
11857,P4 Ultra Expedition Race,3872.p4ultraexpeditionrace60km.2016,P4 Ultra Expedition Race 2016 - 60 Km,Brazil,11,September,2016,50K,58.9,2020
11866,Ultra Desafio Morungaba - SP,3818.ultradesafiomorungaba-sp75km.2016,Ultra Desafio Morungaba - SP 2016 - 75 Km,Brazil,14,May,2016,50K,74.7,2180
11870,Ultra Desafio Morungaba - SP,4523.ultradesafiomorungaba-sp50km.2016,Ultra Desafio Morungaba - SP 2016 - 50 Km,Brazil,14,May,2016,50K,49.8,1480
12080,Ultramaratona Dos Anjos Internacional,1735.ultramaratonadosanjosinternacional235kmx-hard.2014,Ultramaratona Dos Anjos Internacional 2014 - 235 Km X-Hard,Brazil,4,July,2014,100M,233.4,5880
12325,Brazil Mountain Festival Corup�,4730.brazilmountainfestivalcorupa50k.2016,Brazil Mountain Festival Corup� 2016 - 50K,Brazil,27,February,2016,50K,48.4,2480
12789,Desafio Extremo Estrada Real,4935.desafioextremoestradareal71km.2016,Desafio Extremo Estrada Real 2016 - 71 Km,Brazil,30,April,2016,50K,71.9,2570
12790,Desafio Extremo Estrada Real,4933.desafioextremoestradareal106km.2016,Desafio Extremo Estrada Real 2016 - 106 Km,Brazil,30,April,2016,100K,105,3720
12791,Desafio Extremo Estrada Real,4934.desafioextremoestradareal49km.2016,Desafio Extremo Estrada Real 2016 - 49 Km,Brazil,30,April,2016,50K,48.8,1540
12816,Indomit costa esmeralda ultra-trail�,2963.indomitcostaesmeraldaultra-trail-100km.2016,Indomit costa esmeralda ultra-trail� 2016 - 100 KM,Brazil,29,October,2016,100K,99.5,3311
12817,Indomit costa esmeralda ultra-trail�,3441.indomitcostaesmeraldaultra-trail-80km.2016,Indomit costa esmeralda ultra-trail� 2016 - 80 Km,Brazil,29,October,2016,100K,79.9,2842
12818,Indomit S�o Paulo,3520.indomitsaopaulo50km.2016,Indomit S�o Paulo 2016 - 50 Km,Brazil,2,April,2016,50K,49.2,2730
13140,APTR Ultra de Videiras,5103.aptrultradevideiras75km.2016,APTR Ultra de Videiras 2016 - 75 Km,Brazil,30,April,2016,100K,72.7,3240
14055,Desafio das Serras,1731.desafiodasserras80km.2016,Desafio das Serras 2016 - 80 Km,Brazil,3,September,2016,50K,76.7,3280
14735,Indomit costa esmeralda ultra-trail�,5949.indomitcostaesmeraldaultra-trail-50km.2016,Indomit costa esmeralda ultra-trail� 2016 - 50 KM,Brazil,29,October,2016,50K,49.8,1638
14763,Wol Extreme,4168.wolextremewolextreme.2017,Wol Extreme 2017,Brazil,8,July,2017,50K,64.9,2830
14963,Maratona dos Perdidos,6073.maratonadosperdidos105k-shortened76k.2016,Maratona dos Perdidos 2016 - 105K - Shortened 76K,Brazil,15,July,2016,100K,76.3,3580
15631,APTR Ultra de Videiras,3294.aptrultradevideiras63km.2017,APTR Ultra de Videiras 2017 - 63 Km,Brazil,29,April,2017,50K,62.6,3400
15633,APTR Ultra de Videiras,4463.aptrultradevideiras27km.2017,APTR Ultra de Videiras 2017 - 27 Km,Brazil,29,April,2017,20K,29.2,970
15635,APTR Ultra de Videiras,5103.aptrultradevideiras84km.2017,APTR Ultra de Videiras 2017 - 84 Km,Brazil,29,April,2017,100K,83.7,4140
15639,APTR Ultra de Videiras,6387.aptrultradevideiras129km.2017,APTR Ultra de Videiras 2017 - 129 Km,Brazil,28,April,2017,100M,128.8,4880
15649,APTR Ultra De Pedra Azul,6393.aptrultradepedraazul55km.2016,APTR Ultra De Pedra Azul 2016 - 55 Km,Brazil,12,November,2016,50K,58.6,2370
15701,APTR ARRAIAL DO CABO,6419.aptrarraialdocabo45k.2016,APTR ARRAIAL DO CABO 2016 - 45K,Brazil,26,November,2016,50K,55.6,1010
15805,Desafio Extremo Estrada Real 100 Milhas De Sabarabu�u,6459.desafioextremoestradareal100milhasdesabarabucu60km.2016,Desafio Extremo Estrada Real 100 Milhas De Sabarabu�u 2016 - 60 Km,Brazil,5,November,2016,50K,61.8,2120
15807,Desafio Extremo Estrada Real 100 Milhas De Sabarabu�u,6461.desafioextremoestradareal100milhasdesabarabucu88km.2016,Desafio Extremo Estrada Real 100 Milhas De Sabarabu�u 2016 - 88 Km,Brazil,5,November,2016,100K,90,2950
15809,Desafio Extremo Estrada Real 100 Milhas De Sabarabu�u,4061.desafioextremoestradareal100milhasdesabarabucu160km.2016,Desafio Extremo Estrada Real 100 Milhas De Sabarabu�u 2016 - 160 Km,Brazil,5,November,2016,100M,159.3,4750
16189,Ultra Desafio Aiuruoca,6587.ultradesafioaiuruocaud90k.2016,Ultra Desafio Aiuruoca 2016 - UD 90K,Brazil,15,October,2016,100K,90.4,3180
17393,Ultra Desafio Passa Quatro - MG,4485.ultradesafiopassaquatro-mgud80km.2017,Ultra Desafio Passa Quatro - MG 2017 - UD 80 Km,Brazil,18,February,2017,100K,79.5,2400
17395,Ultra Desafio Passa Quatro - MG,4250.ultradesafiopassaquatro-mg120km.2017,Ultra Desafio Passa Quatro - MG 2017 - 120 Km,Brazil,18,February,2017,100K,118.6,2950
17397,Ultra Desafio Morungaba - SP,3818.ultradesafiomorungaba-sp75km.2017,Ultra Desafio Morungaba - SP 2017 - 75 Km,Brazil,20,May,2017,50K,74.6,2180
17399,Ultra Desafio Morungaba - SP,4523.ultradesafiomorungaba-sp50km.2017,Ultra Desafio Morungaba - SP 2017 - 50 Km,Brazil,20,May,2017,50K,49.8,1470
17401,Ultramaratona dos Anjos Internacional,1735.ultramaratonadosanjosinternacional235kmx-hard.2017,Ultramaratona dos Anjos Internacional 2017 - 235 Km X-Hard,Brazil,30,June,2017,100M,233.2,5850
17403,Ultramaratona dos Anjos Internacional,3814.ultramaratonadosanjosinternacional65kmeasy.2017,Ultramaratona dos Anjos Internacional 2017 - 65 Km Easy,Brazil,30,June,2017,50K,64.3,1900
17405,Ultramaratona dos Anjos Internacional,3815.ultramaratonadosanjosinternacional95kmmedium.2017,Ultramaratona dos Anjos Internacional 2017 - 95 Km Medium,Brazil,30,June,2017,100K,94.3,2320
17407,Ultramaratona dos Anjos Internacional,3816.ultramaratonadosanjosinternacional135kmhard.2017,Ultramaratona dos Anjos Internacional 2017 - 135 Km Hard,Brazil,30,June,2017,100M,132,3840
18061,Ultramaratona CS -Brotas / S�o Pedro,4964.ultramaratonacs-brotas-saopedro60km.2017,Ultramaratona CS -Brotas / S�o Pedro 2017 - 60km,Brazil,10,June,2017,50K,61.9,960
18325,Brazil 135+ Ultramarathon,7377.brazil135-ultramarathon135miles.2017,Brazil 135+ Ultramarathon 2017 - 135 Miles,Brazil,12,January,2017,100M,207.5,6050
18423,Brazil 135+ Ultramarathon,7413.brazil135-ultramarathon135-.2017,Brazil 135+ Ultramarathon 2017 - 135+,Brazil,12,January,2017,100M,244.3,9109
18829,Brazil 135+ Ultramarathon,7575.brazil135-ultramarathonmaratona2.2017,Brazil 135+ Ultramarathon 2017 - Maratona 2,Brazil,12,January,2017,100K,84.3,2670
18831,Brazil 135+ Ultramarathon,7577.brazil135-ultramarathonmaratona3.2017,Brazil 135+ Ultramarathon 2017 - Maratona 3,Brazil,12,January,2017,100K,126,3580
18833,Brazil 135+ Ultramarathon,7579.brazil135-ultramarathonmaratona4.2017,Brazil 135+ Ultramarathon 2017 - Maratona 4,Brazil,12,January,2017,100M,166.9,4940
18875,Indomit costa esmeralda ultra-trail�,2963.indomitcostaesmeraldaultra-trail-100km.2017,Indomit costa esmeralda ultra-trail� 2017 - 100 KM,Brazil,28,October,2017,100K,100.2,2990
18877,Indomit costa esmeralda ultra-trail�,3441.indomitcostaesmeraldaultra-trail-80km.2017,Indomit costa esmeralda ultra-trail� 2017 - 80 Km,Brazil,28,October,2017,100K,82.5,2410
18879,Indomit Pedra do Ba�,3520.indomitpedradobau50km.2017,Indomit Pedra do Ba� 2017 - 50 Km,Brazil,1,April,2017,50K,48.9,2730
18881,Indomit costa esmeralda ultra-trail�,5949.indomitcostaesmeraldaultra-trail-50km.2017,Indomit costa esmeralda ultra-trail� 2017 - 50 KM,Brazil,28,October,2017,50K,49.9,1520
19191,Extremo Sul - World's Largest Beach,3447.extremosul-world-slargestbeachextremosulultramarathon-world-slargestbeach.2017,Extremo Sul - World's Largest Beach 2017 - Extremo Sul Ultramarathon - World's Largest Beach,Brazil,30,November,2017,100M,223.9,330
19765,APTR ULTRA DE OURO PRETO,3237.aptrultradeouropreto55k.2017,APTR ULTRA DE OURO PRETO 2017 - 55k,Brazil,5,August,2017,50K,60.1,2250
19903,Vila do Farol INDOMIT Bombinhas,7979.viladofarolindomitbombinhas42km.2017,Vila do Farol INDOMIT Bombinhas 2017 - 42 km,Brazil,19,August,2017,50K,41.5,940
20009,KTR Campos do Jord�o,8043.ktrcamposdojordao21k.2017,KTR Campos do Jord�o 2017 - 21K,Brazil,22,April,2017,20K,21.6,1450
20011,KTR Serra Fina,8045.ktrserrafinaktrserrafina.2017,KTR Serra Fina 2017,Brazil,24,June,2017,50K,49.6,3170
20153,KTR Ilhabela,30665.ktrilhabela35k.2017,KTR Ilhabela 2017 - 35K,Brazil,11,November,2017,50K,34.9,2160
20155,KTR Itamonte,8093.ktritamonte30k.2017,KTR Itamonte 2017 - 30K,Brazil,26,August,2017,50K,29.1,2100
20157,KTR Itamonte,8095.ktritamonte20k.2017,KTR Itamonte 2017 - 20K,Brazil,26,August,2017,20K,21.1,1330
20161,KTR Ilhabela,30666.ktrilhabela20k.2017,KTR Ilhabela 2017 - 20K,Brazil,11,November,2017,20K,18.5,1530
20163,KTR Serra Fina,8099.ktrserrafina24k.2017,KTR Serra Fina 2017 - 24k,Brazil,24,June,2017,20K,24,1510
20165,KTR Campos do Jord�o,8101.ktrcamposdojordao42k.2017,KTR Campos do Jord�o 2017 - 42K,Brazil,22,April,2017,50K,41.2,2810
21083,Extreme Marathon,6241.extrememarathon42k.2017,Extreme Marathon 2017 - 42K,Brazil,16,September,2017,50K,43.1,1900
21261,Short Mision Brasil,8631.shortmisionbrasil55km.2017,Short Mision Brasil 2017 - 55 Km,Brazil,20,May,2017,50K,57.9,3080
21337,Ultramaratona dos Perdidos,8677.ultramaratonadosperdidos105k.2017,Ultramaratona dos Perdidos 2017 - 105K,Brazil,14,July,2017,100K,101.7,4750
21339,Ultramaratona dos Perdidos,8675.ultramaratonadosperdidos25k.2017,Ultramaratona dos Perdidos 2017 - 25K,Brazil,15,July,2017,20K,25.4,1460
21341,Ultramaratona dos Perdidos,2419.ultramaratonadosperdidos45k.2017,Ultramaratona dos Perdidos 2017 - 45K,Brazil,15,July,2017,50K,44.7,2630
21343,Volta do Castelhanos,8679.voltadocastelhanosvoltadocastelhanos.2017,Volta do Castelhanos 2017,Brazil,11,June,2017,20K,30,1070
21345,Brazil Mountain Festival - Ara�atuba,8683.brazilmountainfestival-aracatuba13k.2017,Brazil Mountain Festival - Ara�atuba 2017 - 13K,Brazil,11,March,2017,20K,12.7,790
21347,Brazil Mountain Festival - Ara�atuba,8681.brazilmountainfestival-aracatuba21k.2017,Brazil Mountain Festival - Ara�atuba 2017 - 21K,Brazil,11,March,2017,20K,22.4,1390
21509,TRILHAS DO GA�CHO IV ETAPA,8797.trilhasdogauchoivetapa50k.2017,TRILHAS DO GA�CHO IV ETAPA 2017 - 50K,Brazil,22,July,2017,50K,50.2,2570
22729,Desafio das Serras,9325.desafiodasserraspercursolongo90km.2017,Desafio das Serras 2017 - Percurso Longo 90km,Brazil,23,September,2017,50K,89.2,2960
22731,Desafio das Serras,9327.desafiodasserraspercursomedio40km.2017,Desafio das Serras 2017 - Percurso M�dio 40km,Brazil,23,September,2017,20K,38.5,1880
23463,Amazing Runs,9763.amazingrunsserradacanastra64k.2017,Amazing Runs 2017 - Serra da Canastra 64k,Brazil,4,November,2017,50K,64.9,1970
23693,Amazing Runs,9923.amazingrunsserradacanastra38km.2017,Amazing Runs 2017 - Serra da Canastra 38 km,Brazil,4,November,2017,20K,38.7,680
23695,Amazing Runs,9925.amazingrunsserradacanastra24km.2017,Amazing Runs 2017 - Serra da Canastra 24km,Brazil,4,November,2017,20K,24.5,220
23789,APTR Ultra de Videiras,3294.aptrultradevideiras63km.2018,APTR Ultra de Videiras 2018 - 63 Km,Brazil,21,April,2018,50K,66.6,3300
23821,Amazing Runs Garopaba,9973.amazingrunsgaropabaargaropaba-40km.2017,Amazing Runs Garopaba 2017 - AR Garopaba - 40 km,Brazil,30,September,2017,50K,41.2,1440
23969,Indomit costa esmeralda ultra-trail�,10031.indomitcostaesmeraldaultra-trail-100milles.2017,Indomit costa esmeralda ultra-trail� 2017 - 100 MILLES,Brazil,27,October,2017,100M,160.9,4440
24207,Run Brasil Ride,16961.runbrasilrideultra70krunbrasilride.2017,Run Brasil Ride 2017 - Ultra 70k Run Brasil Ride,Brazil,9,December,2017,50K,69.5,2020
24731,KTR Ilhabela,10371.ktrilhabela80k.2017,KTR Ilhabela 2017 - 80k,Brazil,11,November,2017,100K,76.5,3710
24797,APTR Ultra de Videiras,4463.aptrultradevideiras27km.2018,APTR Ultra de Videiras 2018 - 27 Km,Brazil,21,April,2018,20K,27.6,1460
24799,APTR ULTRA DE OURO PRETO,10399.aptrultradeouropreto25k.2017,APTR ULTRA DE OURO PRETO 2017 - 25K,Brazil,5,August,2017,20K,26.2,960
24801,APTR ARRAIAL DO CABO,10401.aptrarraialdocaboaptrarraialdocabo25k.2016,APTR ARRAIAL DO CABO 2016 - APTR ARRAIAL DO CABO 25K,Brazil,25,November,2016,20K,25.1,820
24829,DE ELITE TRAIL FESTIVAL,10411.deelitetrailfestivalhardtraildeelite.2017,DE ELITE TRAIL FESTIVAL 2017 - Hard Trail De Elite,Brazil,18,November,2017,20K,30.5,1530
24927,Ultramaratona Ladeiras 2017,10457.ultramaratonaladeiras2017ultramaratonaladeiras.2017,Ultramaratona Ladeiras 2017 2017 - Ultramaratona Ladeiras,Brazil,18,November,2017,50K,55.5,870
25175,Ultra Desafio Aiuruoca,6587.ultradesafioaiuruocaud90k.2017,Ultra Desafio Aiuruoca 2017 - UD 90K,Brazil,14,October,2017,100K,90.9,3040
25209,Brazil 135+ Ultramarathon,7577.brazil135-ultramarathonmaratona3.2018,Brazil 135+ Ultramarathon 2018 - Maratona 3,Brazil,2,February,2018,100K,127.2,3330
25213,Brazil 135+ Ultramarathon,7377.brazil135-ultramarathon135miles.2018,Brazil 135+ Ultramarathon 2018 - 135 Miles,Brazil,2,February,2018,100M,209.5,5800
25217,Ultramaratona dos Anjos Internacional,1735.ultramaratonadosanjosinternacional235kmx-hard.2018,Ultramaratona dos Anjos Internacional 2018 - 235 Km X-Hard,Brazil,29,June,2018,100M,235.2,5430
25219,Ultramaratona dos Anjos Internacional,3814.ultramaratonadosanjosinternacional65kmeasy.2018,Ultramaratona dos Anjos Internacional 2018 - 65 Km Easy,Brazil,29,June,2018,50K,64.8,1840
25221,Ultramaratona dos Anjos Internacional,3815.ultramaratonadosanjosinternacional95kmmedium.2018,Ultramaratona dos Anjos Internacional 2018 - 95 Km Medium,Brazil,29,June,2018,100K,95.1,2240
25223,Ultramaratona dos Anjos Internacional,3816.ultramaratonadosanjosinternacional135kmhard.2018,Ultramaratona dos Anjos Internacional 2018 - 135 Km Hard,Brazil,29,June,2018,100K,133.1,3660
25225,Ultra Desafio Morungaba - SP,3818.ultradesafiomorungaba-spud75km.2018,Ultra Desafio Morungaba - SP 2018 - UD 75 Km,Brazil,5,May,2018,50K,75.1,2070
25227,Ultra Desafio Morungaba - SP,4523.ultradesafiomorungaba-spud50km.2018,Ultra Desafio Morungaba - SP 2018 - UD 50 Km,Brazil,5,May,2018,50K,50.1,1420
25229,Ultra Desafio Passa Quatro - MG,4485.ultradesafiopassaquatro-mgud80km.2018,Ultra Desafio Passa Quatro - MG 2018 - UD 80 Km,Brazil,24,February,2018,100K,80.7,2280
25231,Ultra Desafio Passa Quatro - MG,4250.ultradesafiopassaquatro-mgud120km.2018,Ultra Desafio Passa Quatro - MG 2018 - UD 120 Km,Brazil,24,February,2018,100K,120,2710
25301,300 - O Desafio,10575.300-odesafio300-odesafio.2018,300 - O Desafio 2018,Brazil,23,March,2018,100M,286.9,4650
25311,Ultra Desafio - Marmelopolis,10583.ultradesafio-marmelopolis55km.2017,Ultra Desafio - Marmelopolis 2017 - 55km,Brazil,4,November,2017,50K,54.5,1850
25313,Ultra Desafio - Marmelopolis,10585.ultradesafio-marmelopolismarmelopolis85km.2017,Ultra Desafio - Marmelopolis 2017 - marmelopolis 85km,Brazil,4,November,2017,100K,84.1,2910
25421,Caminhos de Rosa - ULtramarathon,10653.caminhosderosa-ultramarathon100km.2018,Caminhos de Rosa - ULtramarathon 2018 - 100 km,Brazil,7,September,2018,100K,99.3,1100
25423,Caminhos de Rosa - ULtramarathon,10651.caminhosderosa-ultramarathon140km.2018,Caminhos de Rosa - ULtramarathon 2018 - 140 km,Brazil,8,September,2018,100K,144.8,1850
25425,Caminhos de Rosa - ULtramarathon,9135.caminhosderosa-ultramarathon250km.2018,Caminhos de Rosa - ULtramarathon 2018 - 250 km,Brazil,7,September,2018,100M,242.1,2800
25427,Caminhos de Rosa - ULtramarathon,10655.caminhosderosa-ultramarathon50km.2018,Caminhos de Rosa - ULtramarathon 2018 - 50 km,Brazil,8,September,2018,50K,57.1,770
25453,WTR Serra do Mar,10677.wtrserradomar50k.2017,WTR Serra do Mar 2017 - 50k,Brazil,25,November,2017,50K,52.6,2710
25833,APTR MATO LIMPO,10771.aptrmatolimpo42k.2017,APTR MATO LIMPO 2017 - 42K,Brazil,30,September,2017,50K,44.4,2460
25955,APTR ARRAIAL DO CABO,6419.aptrarraialdocabo45k.2018,APTR ARRAIAL DO CABO 2018 - 45k,Brazil,24,November,2018,50K,46.1,600
25957,APTR ARRAIAL DO CABO,10401.aptrarraialdocabo25k.2017,APTR ARRAIAL DO CABO 2017 - 25K,Brazil,25,November,2017,20K,24.9,580
25959,APTR ARRAIAL DO CABO,6419.aptrarraialdocabo45k.2017,APTR ARRAIAL DO CABO 2017 - 45K,Brazil,25,November,2017,50K,46.1,600
26059,XC RUN,10895.xcrunbuzios.2017,XC RUN 2017 - B�zios,Brazil,21,October,2017,20K,41.9,740
26245,APTR ARRAIAL DO CABO,10401.aptrarraialdocabo25k.2018,APTR ARRAIAL DO CABO 2018 - 25K,Brazil,24,November,2018,20K,24.9,580
